0 0.236456
1 0.369271
2 0.504242
3 0.704883
4 0.0505436
5 0.369518
6 0.774763
7 0.556189
8 0.0164932
9 0.639246
10 0.250451
11 0.422378
12 0.59069
13 0.836934
14 0.235076
15 0.980846
16 0.860887
17 0.326876
18 0.682603
19 0.531459
20 0.215942
21 0.104534
22 0.0705451
23 0.318881
24 0.129815
25 0.707246
26 0.582887
27 0.379312
28 0.262948
29 0.750905
30 0.930701
31 0.177274
32 0.334151
33 0.983242
34 0.388585
35 0.548047
36 0.466123
37 0.994339
38 0.875047
39 0.711408
40 0.95773
41 0.974992
42 0.154958
43 0.372275
44 0.686164
45 0.163545
46 0.4922
47 0.173894
48 0.592115
49 0.871831
50 0.330639
51 0.0191891
52 0.951066
53 0.230843
54 0.831533
55 0.0259006
56 0.38386
57 0.0467467
58 0.345524
59 0.13114
60 0.809635
61 0.407877
62 0.147312
63 0.610981
64 0.794278
65 0.933334
66 0.0111604
67 0.0307155
68 0.997507
69 0.803808
70 0.455339
71 0.391401
72 0.671707
73 0.96525
74 0.733641
75 0.488319
76 0.415661
77 0.146025
78 0.902093
79 0.746971
80 0.636274
81 0.578165
82 0.53899
83 0.0522462
84 0.421439
85 0.563346
86 0.94637
87 0.336368
88 0.77716
89 0.274218
90 0.91106
91 0.941264
92 0.432056
93 0.431717
94 0.353422
95 0.0209684
96 0.662369
97 0.748967
98 0.441915
99 0.49969
